
time,ActualTempMax,ActualTempmMin,FeltTempMax,FeltTempMin,sunrise(iso8601),sunset(iso8601),precipitation_sum(inch),rain_sum(inch),snowfall_sum(cm),precipitation_hours(h),windspeed_10m_max(mp/h),windgusts_10m_max(mp/h)
2017-07-23,81.6,69.2,88.0,73.2,2017-07-23T05:17,2017-07-23T19:54,0.210,0.210,0.00,10.0,10.1,18.6
2017-07-24,76.3,63.2,80.9,63.1,2017-07-24T05:18,2017-07-24T19:53,0.020,0.020,0.00,3.0,11.6,25.3
2017-07-25,76.5,59.0,77.2,58.3,2017-07-25T05:19,2017-07-25T19:52,0.000,0.000,0.00,0.0,6.4,16.6
2017-07-26,79.8,58.2,84.3,59.9,2017-07-26T05:20,2017-07-26T19:51,0.000,0.000,0.00,0.0,5.6,15.0
2017-07-27,80.9,64.9,88.3,67.3,2017-07-27T05:21,2017-07-27T19:50,0.020,0.020,0.00,4.0,7.1,18.1
2017-07-28,79.7,65.9,83.2,62.3,2017-07-28T05:22,2017-07-28T19:49,0.050,0.050,0.00,3.0,14.8,30.4
2017-07-29,77.3,59.7,76.0,55.9,2017-07-29T05:23,2017-07-29T19:48,0.000,0.000,0.00,0.0,12.5,28.0
2017-07-30,82.9,60.0,84.7,59.9,2017-07-30T05:24,2017-07-30T19:47,0.000,0.000,0.00,0.0,8.2,18.6
2017-07-31,83.6,63.5,85.6,64.3,2017-07-31T05:25,2017-07-31T19:46,0.000,0.000,0.00,0.0,6.8,16.1
2017-08-01,82.1,65.3,86.2,67.2,2017-08-01T05:26,2017-08-01T19:45,0.000,0.000,0.00,0.0,4.2,9.4
2017-08-02,82.8,64.4,88.3,66.5,2017-08-02T05:27,2017-08-02T19:44,0.090,0.090,0.00,3.0,6.9,18.1
2017-08-03,82.8,64.6,86.7,67.4,2017-08-03T05:28,2017-08-03T19:43,0.130,0.130,0.00,8.0,8.6,22.4
2017-08-04,76.5,61.6,76.8,56.8,2017-08-04T05:28,2017-08-04T19:42,0.700,0.700,0.00,9.0,14.1,34.2
2017-08-05,73.1,56.1,71.2,53.2,2017-08-05T05:29,2017-08-05T19:41,0.010,0.010,0.00,1.0,11.4,22.8
2017-08-06,73.3,58.7,74.5,59.3,2017-08-06T05:30,2017-08-06T19:39,0.020,0.020,0.00,2.0,5.4,16.1
2017-08-07,75.7,59.5,77.4,60.4,2017-08-07T05:31,2017-08-07T19:38,0.020,0.020,0.00,2.0,6.1,16.3
2017-08-08,76.8,60.9,77.9,61.0,2017-08-08T05:32,2017-08-08T19:37,0.000,0.000,0.00,0.0,7.5,18.6
2017-08-09,80.3,57.3,84.1,57.1,2017-08-09T05:33,2017-08-09T19:36,0.000,0.000,0.00,0.0,4.4,9.2
2017-08-10,80.4,58.6,85.0,58.5,2017-08-10T05:34,2017-08-10T19:34,0.000,0.000,0.00,1.0,6.7,13.2
2017-08-11,78.7,65.9,81.6,69.1,2017-08-11T05:35,2017-08-11T19:33,0.290,0.290,0.00,6.0,8.1,22.4
2017-08-12,76.7,63.5,76.6,64.5,2017-08-12T05:36,2017-08-12T19:32,0.000,0.000,0.00,0.0,9.8,22.4
2017-08-13,77.7,57.4,82.4,58.0,2017-08-13T05:37,2017-08-13T19:30,0.000,0.000,0.00,0.0,5.7,11.6
2017-08-14,81.5,61.6,83.6,62.2,2017-08-14T05:38,2017-08-14T19:29,0.000,0.000,0.00,0.0,5.3,11.4
2017-08-15,83.8,65.0,87.4,68.3,2017-08-15T05:39,2017-08-15T19:28,0.030,0.030,0.00,5.0,7.8,18.1
2017-08-16,84.3,65.9,89.7,68.9,2017-08-16T05:40,2017-08-16T19:26,0.030,0.030,0.00,4.0,5.6,12.3
2017-08-17,84.8,71.3,90.8,75.8,2017-08-17T05:41,2017-08-17T19:25,0.380,0.380,0.00,10.0,11.4,33.3
2017-08-18,80.8,69.5,82.7,71.6,2017-08-18T05:42,2017-08-18T19:24,0.030,0.030,0.00,3.0,13.2,28.0
2017-08-19,81.1,64.1,84.6,66.5,2017-08-19T05:43,2017-08-19T19:22,0.040,0.040,0.00,3.0,9.9,30.4
2017-08-20,83.0,60.2,88.9,61.8,2017-08-20T05:44,2017-08-20T19:21,0.000,0.000,0.00,0.0,6.2,13.4
2017-08-21,86.0,69.4,92.6,73.3,2017-08-21T05:45,2017-08-21T19:19,0.060,0.060,0.00,1.0,8.9,24.8
2017-08-22,82.5,69.0,84.3,70.2,2017-08-22T05:46,2017-08-22T19:18,0.350,0.350,0.00,4.0,15.0,46.1
2017-08-23,73.4,58.7,72.2,57.4,2017-08-23T05:47,2017-08-23T19:16,0.000,0.000,0.00,0.0,9.2,20.6
2017-08-24,70.3,54.5,67.9,53.5,2017-08-24T05:48,2017-08-24T19:15,0.030,0.030,0.00,3.0,9.4,20.8
2017-08-25,70.6,52.1,68.6,50.2,2017-08-25T05:49,2017-08-25T19:13,0.000,0.000,0.00,0.0,6.3,13.9
2017-08-26,73.3,49.7,72.3,46.1,2017-08-26T05:50,2017-08-26T19:12,0.000,0.000,0.00,0.0,7.1,17.9
2017-08-27,78.3,53.8,79.3,50.9,2017-08-27T05:51,2017-08-27T19:10,0.000,0.000,0.00,0.0,6.6,13.6
2017-08-28,74.0,63.4,74.0,63.4,2017-08-28T05:52,2017-08-28T19:09,0.270,0.270,0.00,14.0,8.5,26.4
2017-08-29,74.6,61.5,77.9,62.5,2017-08-29T05:53,2017-08-29T19:07,0.180,0.180,0.00,10.0,6.2,15.4
2017-08-30,76.6,59.3,77.9,61.0,2017-08-30T05:54,2017-08-30T19:05,0.030,0.030,0.00,6.0,6.5,15.0
2017-08-31,74.5,58.3,74.1,53.6,2017-08-31T05:55,2017-08-31T19:04,0.010,0.010,0.00,2.0,11.5,24.8
2017-09-01,62.3,53.1,55.6,47.1,2017-09-01T05:56,2017-09-01T19:02,0.000,0.000,0.00,0.0,13.3,28.6
2017-09-02,62.3,52.0,62.9,48.3,2017-09-02T05:57,2017-09-02T19:01,0.250,0.250,0.00,7.0,10.9,21.9
2017-09-03,74.9,57.9,71.1,56.9,2017-09-03T05:58,2017-09-03T18:59,0.040,0.040,0.00,3.0,10.9,25.9
2017-09-04,83.9,58.3,83.5,56.5,2017-09-04T05:58,2017-09-04T18:57,0.170,0.170,0.00,3.0,16.8,36.0
2017-09-05,70.4,56.9,69.5,54.2,2017-09-05T05:59,2017-09-05T18:56,0.250,0.250,0.00,7.0,11.4,32.0
2017-09-06,64.1,49.6,62.6,47.7,2017-09-06T06:00,2017-09-06T18:54,0.020,0.020,0.00,2.0,6.6,17.9
2017-09-07,64.5,47.8,60.3,43.9,2017-09-07T06:01,2017-09-07T18:52,0.030,0.030,0.00,2.0,11.6,25.9
2017-09-08,66.1,50.8,63.2,47.6,2017-09-08T06:02,2017-09-08T18:51,0.020,0.020,0.00,3.0,10.9,28.0
2017-09-09,67.9,47.2,64.9,43.9,2017-09-09T06:03,2017-09-09T18:49,0.000,0.000,0.00,0.0,8.2,17.7
2017-09-10,69.0,45.9,66.8,41.7,2017-09-10T06:04,2017-09-10T18:48,0.000,0.000,0.00,0.0,7.5,15.9
2017-09-11,70.5,49.3,68.2,45.5,2017-09-11T06:05,2017-09-11T18:46,0.000,0.000,0.00,0.0,7.2,16.1
2017-09-12,73.5,53.4,72.7,50.0,2017-09-12T06:06,2017-09-12T18:44,0.130,0.130,0.00,7.0,7.0,17.9
2017-09-13,74.0,61.2,72.8,61.4,2017-09-13T06:07,2017-09-13T18:43,0.230,0.230,0.00,9.0,8.8,21.5
2017-09-14,67.8,58.8,70.2,59.1,2017-09-14T06:08,2017-09-14T18:41,0.080,0.080,0.00,7.0,6.1,14.1
2017-09-15,74.0,56.0,75.7,56.7,2017-09-15T06:09,2017-09-15T18:39,0.000,0.000,0.00,0.0,4.6,10.1
2017-09-16,79.0,56.0,80.6,56.1,2017-09-16T06:10,2017-09-16T18:37,0.000,0.000,0.00,0.0,4.5,12.3
2017-09-17,81.6,61.0,84.4,63.3,2017-09-17T06:11,2017-09-17T18:36,0.000,0.000,0.00,0.0,4.0,8.9
2017-09-18,81.6,60.5,84.2,61.4,2017-09-18T06:12,2017-09-18T18:34,0.000,0.000,0.00,0.0,4.9,12.1
2017-09-19,77.4,66.1,80.5,68.8,2017-09-19T06:13,2017-09-19T18:32,0.110,0.110,0.00,3.0,7.0,19.2
2017-09-20,80.8,63.2,86.4,66.4,2017-09-20T06:14,2017-09-20T18:31,0.020,0.020,0.00,2.0,4.7,10.7
2017-09-21,87.8,63.5,93.0,66.5,2017-09-21T06:15,2017-09-21T18:29,0.000,0.000,0.00,0.0,5.6,10.1
2017-09-22,87.1,66.3,92.8,70.3,2017-09-22T06:16,2017-09-22T18:27,0.000,0.000,0.00,0.0,4.8,10.5
2017-09-23,88.9,62.8,89.7,64.2,2017-09-23T06:17,2017-09-23T18:26,0.000,0.000,0.00,0.0,6.8,15.2
2017-09-24,88.9,62.3,91.2,63.4,2017-09-24T06:18,2017-09-24T18:24,0.000,0.000,0.00,0.0,5.9,15.4
2017-09-25,87.0,65.6,90.0,67.7,2017-09-25T06:19,2017-09-25T18:22,0.000,0.000,0.00,0.0,6.6,10.5
2017-09-26,89.0,63.4,91.7,65.3,2017-09-26T06:20,2017-09-26T18:21,0.000,0.000,0.00,0.0,4.1,9.6
2017-09-27,85.8,65.6,88.1,66.1,2017-09-27T06:21,2017-09-27T18:19,0.020,0.020,0.00,3.0,10.1,21.0
2017-09-28,67.9,50.3,64.4,47.7,2017-09-28T06:22,2017-09-28T18:17,0.000,0.000,0.00,0.0,10.0,22.4
2017-09-29,70.7,45.2,64.1,41.8,2017-09-29T06:23,2017-09-29T18:16,0.020,0.020,0.00,2.0,13.4,28.9
2017-09-30,63.8,46.7,58.9,41.5,2017-09-30T06:24,2017-09-30T18:14,0.000,0.000,0.00,0.0,8.4,20.8
2017-10-01,68.1,41.2,62.9,35.7,2017-10-01T06:25,2017-10-01T18:13,0.000,0.000,0.00,0.0,6.3,15.4
2017-10-02,75.2,44.3,72.8,39.8,2017-10-02T06:26,2017-10-02T18:11,0.000,0.000,0.00,0.0,6.5,14.3
2017-10-03,81.1,49.6,78.3,45.6,2017-10-03T06:27,2017-10-03T18:09,0.000,0.000,0.00,0.0,7.4,18.3
2017-10-04,78.5,60.2,78.7,57.7,2017-10-04T06:28,2017-10-04T18:08,0.030,0.030,0.00,3.0,9.8,23.0
2017-10-05,70.0,64.4,73.2,68.0,2017-10-05T06:29,2017-10-05T18:06,0.420,0.420,0.00,9.0,6.8,15.2
2017-10-06,69.0,62.9,72.7,64.4,2017-10-06T06:30,2017-10-06T18:04,0.040,0.040,0.00,4.0,7.1,19.2
2017-10-07,81.0,64.1,79.8,63.7,2017-10-07T06:31,2017-10-07T18:03,0.080,0.080,0.00,4.0,17.5,37.1
2017-10-08,70.1,60.0,69.8,59.2,2017-10-08T06:32,2017-10-08T18:01,1.150,1.150,0.00,13.0,16.1,40.5
2017-10-09,72.6,65.9,76.8,69.3,2017-10-09T06:33,2017-10-09T18:00,0.350,0.350,0.00,8.0,8.8,23.7
2017-10-10,74.5,58.7,76.6,60.2,2017-10-10T06:34,2017-10-10T17:58,0.020,0.020,0.00,4.0,8.0,16.6
2017-10-11,72.6,61.4,73.3,61.0,2017-10-11T06:35,2017-10-11T17:57,0.260,0.260,0.00,10.0,10.3,22.8
2017-10-12,64.4,58.0,65.8,59.1,2017-10-12T06:36,2017-10-12T17:55,0.020,0.020,0.00,3.0,5.2,11.6
2017-10-13,71.3,54.0,71.5,54.0,2017-10-13T06:37,2017-10-13T17:53,0.000,0.000,0.00,0.0,5.6,13.9
2017-10-14,76.5,52.9,75.7,52.1,2017-10-14T06:38,2017-10-14T17:52,0.000,0.000,0.00,0.0,11.8,21.3
2017-10-15,73.6,51.7,70.4,44.1,2017-10-15T06:39,2017-10-15T17:50,0.240,0.240,0.00,5.0,21.5,45.6
2017-10-16,56.8,42.0,50.5,37.2,2017-10-16T06:40,2017-10-16T17:49,0.000,0.000,0.00,0.0,12.2,24.4
2017-10-17,64.2,38.5,57.7,32.6,2017-10-17T06:41,2017-10-17T17:47,0.000,0.000,0.00,0.0,10.3,23.0
2017-10-18,68.1,41.8,61.7,37.2,2017-10-18T06:42,2017-10-18T17:46,0.000,0.000,0.00,0.0,9.4,20.6
2017-10-19,71.2,47.3,66.7,41.8,2017-10-19T06:43,2017-10-19T17:45,0.000,0.000,0.00,0.0,10.1,22.1
2017-10-20,73.1,44.4,68.0,40.8,2017-10-20T06:45,2017-10-20T17:43,0.000,0.000,0.00,0.0,6.9,11.2
2017-10-21,73.1,48.6,70.3,44.5,2017-10-21T06:46,2017-10-21T17:42,0.000,0.000,0.00,0.0,8.2,15.9
2017-10-22,74.8,51.8,71.5,48.0,2017-10-22T06:47,2017-10-22T17:40,0.000,0.000,0.00,0.0,10.4,24.4
2017-10-23,65.3,54.7,62.7,49.8,2017-10-23T06:48,2017-10-23T17:39,0.840,0.840,0.00,13.0,14.4,36.9
2017-10-24,53.4,43.2,46.7,35.1,2017-10-24T06:49,2017-10-24T17:38,0.210,0.210,0.00,10.0,17.6,37.4
2017-10-25,48.3,37.8,40.9,31.6,2017-10-25T06:50,2017-10-25T17:36,0.060,0.060,0.00,7.0,12.7,26.4
2017-10-26,52.4,30.6,46.2,25.0,2017-10-26T06:51,2017-10-26T17:35,0.000,0.000,0.00,0.0,9.8,17.4
2017-10-27,66.5,42.5,60.9,34.8,2017-10-27T06:52,2017-10-27T17:34,0.080,0.080,0.00,7.0,14.2,31.3
2017-10-28,42.5,35.5,37.8,28.6,2017-10-28T06:53,2017-10-28T17:32,0.400,0.400,0.07,13.0,8.8,19.7
2017-10-29,41.7,34.4,33.7,28.1,2017-10-29T06:55,2017-10-29T17:31,0.000,0.000,0.00,0.0,11.4,24.4
2017-10-30,41.6,33.4,32.0,24.7,2017-10-30T06:56,2017-10-30T17:30,0.110,0.110,0.00,6.0,14.4,29.5
2017-10-31,41.3,32.6,33.5,25.1,2017-10-31T06:57,2017-10-31T17:29,0.000,0.000,0.00,0.0,13.7,30.9
2017-11-01,50.2,32.2,45.1,25.6,2017-11-01T06:58,2017-11-01T17:27,0.580,0.550,0.56,17.0,10.9,26.2
2017-11-02,66.0,51.6,63.3,45.8,2017-11-02T06:59,2017-11-02T17:26,0.120,0.120,0.00,7.0,14.7,34.7
2017-11-03,63.6,41.6,61.9,34.9,2017-11-03T07:00,2017-11-03T17:25,0.370,0.370,0.00,7.0,12.1,26.8
2017-11-04,57.5,38.6,55.9,31.9,2017-11-04T07:01,2017-11-04T17:24,0.000,0.000,0.00,1.0,8.3,18.3
2017-11-05,68.7,58.1,67.2,56.5,2017-11-05T07:03,2017-11-05T17:23,0.750,0.750,0.00,17.0,14.4,46.1
2017-11-06,62.1,40.3,63.2,34.1,2017-11-06T07:04,2017-11-06T17:22,0.550,0.550,0.00,6.0,13.7,29.8
2017-11-07,46.2,38.1,38.5,31.4,2017-11-07T07:05,2017-11-07T17:21,0.020,0.020,0.00,2.0,11.2,24.8
2017-11-08,48.8,33.1,42.4,27.3,2017-11-08T07:06,2017-11-08T17:20,0.000,0.000,0.00,0.0,6.2,17.9
2017-11-09,50.6,29.9,42.0,23.2,2017-11-09T07:07,2017-11-09T17:19,0.000,0.000,0.00,0.0,14.2,28.9
2017-11-10,31.7,22.9,20.9,13.0,2017-11-10T07:08,2017-11-10T17:18,0.000,0.000,0.00,0.0,12.5,25.7
2017-11-11,35.8,20.0,27.7,10.4,2017-11-11T07:10,2017-11-11T17:17,0.000,0.000,0.00,0.0,8.2,17.9
2017-11-12,46.6,29.5,40.6,22.2,2017-11-12T07:11,2017-11-12T17:16,0.220,0.220,0.00,7.0,7.0,12.5
2017-11-13,40.3,36.4,33.9,30.5,2017-11-13T07:12,2017-11-13T17:15,0.140,0.140,0.00,6.0,9.5,20.8
2017-11-14,46.4,32.0,41.3,26.6,2017-11-14T07:13,2017-11-14T17:14,0.000,0.000,0.00,0.0,7.6,11.4
2017-11-15,47.5,31.6,40.6,23.6,2017-11-15T07:14,2017-11-15T17:13,0.250,0.250,0.00,10.0,13.4,36.9
2017-11-16,47.1,37.1,40.6,27.2,2017-11-16T07:15,2017-11-16T17:13,0.000,0.000,0.00,0.0,14.0,30.4
2017-11-17,44.1,33.4,36.0,27.8,2017-11-17T07:17,2017-11-17T17:12,0.000,0.000,0.00,0.0,12.0,21.7
2017-11-18,59.2,37.3,55.5,27.1,2017-11-18T07:18,2017-11-18T17:11,1.410,1.400,0.07,22.0,18.7,47.9
2017-11-19,38.2,29.9,28.0,20.2,2017-11-19T07:19,2017-11-19T17:11,0.060,0.040,0.42,6.0,17.3,36.2
2017-11-20,43.4,26.3,33.7,17.9,2017-11-20T07:20,2017-11-20T17:10,0.000,0.000,0.00,0.0,13.0,27.5
2017-11-21,52.2,36.0,42.7,25.3,2017-11-21T07:21,2017-11-21T17:09,0.020,0.020,0.00,2.0,16.8,34.9
2017-11-22,37.3,27.3,29.9,21.1,2017-11-22T07:22,2017-11-22T17:09,0.050,0.030,0.28,3.0,9.8,21.7
2017-11-23,38.5,25.2,30.7,18.3,2017-11-23T07:23,2017-11-23T17:08,0.000,0.000,0.00,0.0,7.4,16.8
2017-11-24,52.3,29.3,42.7,21.5,2017-11-24T07:24,2017-11-24T17:08,0.000,0.000,0.00,0.0,13.6,26.4
2017-11-25,52.4,40.3,45.0,31.0,2017-11-25T07:25,2017-11-25T17:07,0.000,0.000,0.00,0.0,14.1,28.6
2017-11-26,43.1,29.1,34.3,22.2,2017-11-26T07:27,2017-11-26T17:07,0.000,0.000,0.00,0.0,10.3,23.5
2017-11-27,53.5,33.4,47.7,26.0,2017-11-27T07:28,2017-11-27T17:06,0.000,0.000,0.00,0.0,9.3,16.6
2017-11-28,61.6,41.6,52.2,33.2,2017-11-28T07:29,2017-11-28T17:06,0.000,0.000,0.00,0.0,12.9,26.8
2017-11-29,52.6,38.2,45.3,31.1,2017-11-29T07:30,2017-11-29T17:06,0.000,0.000,0.00,0.0,11.9,23.5
2017-11-30,51.6,37.3,44.3,29.9,2017-11-30T07:31,2017-11-30T17:05,0.140,0.140,0.00,4.0,11.1,25.5
2017-12-01,47.7,29.7,42.6,23.3,2017-12-01T07:32,2017-12-01T17:05,0.000,0.000,0.00,0.0,5.4,11.6
2017-12-02,46.9,29.2,40.8,22.8,2017-12-02T07:33,2017-12-02T17:05,0.000,0.000,0.00,0.0,4.9,11.9
2017-12-03,53.9,30.6,48.9,24.2,2017-12-03T07:34,2017-12-03T17:05,0.000,0.000,0.00,0.0,5.1,10.1
2017-12-04,56.8,35.6,48.4,28.6,2017-12-04T07:35,2017-12-04T17:04,0.070,0.070,0.00,3.0,17.1,34.4
2017-12-05,54.0,29.8,48.3,18.2,2017-12-05T07:36,2017-12-05T17:04,0.460,0.460,0.00,11.0,17.5,46.3
2017-12-06,39.7,27.2,28.5,16.9,2017-12-06T07:36,2017-12-06T17:04,0.000,0.000,0.00,0.0,18.2,38.5
2017-12-07,31.7,21.4,22.0,11.5,2017-12-07T07:37,2017-12-07T17:04,0.000,0.000,0.00,0.0,13.2,28.0
2017-12-08,28.2,17.9,18.1,8.3,2017-12-08T07:38,2017-12-08T17:04,0.000,0.000,0.00,0.0,10.8,23.3
2017-12-09,29.8,19.5,20.5,11.0,2017-12-09T07:39,2017-12-09T17:04,0.010,0.000,0.35,2.0,9.6,21.0
2017-12-10,30.7,23.9,22.0,14.2,2017-12-10T07:40,2017-12-10T17:04,0.000,0.000,0.07,1.0,14.0,28.9
2017-12-11,34.8,27.0,27.0,19.2,2017-12-11T07:41,2017-12-11T17:04,0.000,0.000,0.00,0.0,8.6,18.6
2017-12-12,35.8,16.5,27.7,5.1,2017-12-12T07:41,2017-12-12T17:05,0.040,0.000,0.77,6.0,15.6,33.8
2017-12-13,32.3,15.3,22.1,4.3,2017-12-13T07:42,2017-12-13T17:05,0.110,0.000,2.03,8.0,14.1,29.3
2017-12-14,32.2,12.2,20.2,3.9,2017-12-14T07:43,2017-12-14T17:05,0.050,0.000,1.05,4.0,18.3,36.5
2017-12-15,27.3,12.2,17.2,3.6,2017-12-15T07:44,2017-12-15T17:05,0.010,0.000,0.35,2.0,16.1,32.7
2017-12-16,42.4,27.4,34.6,17.4,2017-12-16T07:44,2017-12-16T17:06,0.000,0.000,0.00,0.0,12.2,25.7
2017-12-17,40.7,33.3,34.4,26.6,2017-12-17T07:45,2017-12-17T17:06,0.020,0.020,0.00,3.0,7.8,14.3
2017-12-18,43.9,36.0,37.8,29.1,2017-12-18T07:46,2017-12-18T17:06,0.000,0.000,0.00,0.0,11.2,22.6
2017-12-19,49.7,41.6,41.1,34.6,2017-12-19T07:46,2017-12-19T17:07,0.000,0.000,0.00,0.0,14.8,32.9
2017-12-20,40.7,28.4,33.2,20.4,2017-12-20T07:47,2017-12-20T17:07,0.000,0.000,0.00,0.0,10.3,20.1
2017-12-21,41.6,28.1,33.8,20.1,2017-12-21T07:47,2017-12-21T17:08,0.000,0.000,0.00,0.0,8.1,17.2
2017-12-22,52.2,41.1,50.3,33.4,2017-12-22T07:48,2017-12-22T17:08,0.100,0.100,0.00,12.0,12.5,23.7
2017-12-23,49.3,30.3,48.3,23.4,2017-12-23T07:48,2017-12-23T17:09,0.800,0.630,2.94,16.0,12.0,25.1
2017-12-24,31.7,26.9,25.6,16.7,2017-12-24T07:48,2017-12-24T17:09,0.100,0.000,1.89,6.0,13.0,20.4
2017-12-25,25.6,13.7,14.3,2.0,2017-12-25T07:49,2017-12-25T17:10,0.020,0.000,0.56,3.0,18.9,40.0
2017-12-26,15.0,9.2,5.0,-0.6,2017-12-26T07:49,2017-12-26T17:11,0.000,0.000,0.00,0.0,10.6,21.3
2017-12-27,11.5,1.3,1.5,-7.4,2017-12-27T07:50,2017-12-27T17:11,0.000,0.000,0.00,0.0,8.7,19.7
2017-12-28,16.1,2.0,7.3,-5.9,2017-12-28T07:50,2017-12-28T17:12,0.000,0.000,0.14,0.0,5.5,15.2
2017-12-29,18.4,14.5,8.7,5.0,2017-12-29T07:50,2017-12-29T17:13,0.070,0.000,1.26,5.0,10.3,23.3
2017-12-30,15.9,2.0,8.3,-8.2,2017-12-30T07:50,2017-12-30T17:14,0.060,0.000,1.61,6.0,14.7,30.4
2017-12-31,14.5,-2.1,6.0,-11.8,2017-12-31T07:51,2017-12-31T17:14,0.000,0.000,0.21,0.0,7.2,14.5
2018-01-01,9.6,-4.6,-2.0,-14.2,2018-01-01T07:51,2018-01-01T17:15,0.000,0.000,0.00,0.0,11.5,26.4
2018-01-02,10.2,-1.1,-0.8,-11.5,2018-01-02T07:51,2018-01-02T17:16,0.000,0.000,0.00,0.0,10.6,24.4
2018-01-03,19.0,2.5,9.3,-8.0,2018-01-03T07:51,2018-01-03T17:17,0.000,0.000,0.21,1.0,9.5,21.7
2018-01-04,16.4,4.8,6.8,-5.7,2018-01-04T07:51,2018-01-04T17:18,0.000,0.000,0.14,0.0,14.9,32.4
2018-01-05,10.3,-0.7,-1.3,-11.4,2018-01-05T07:51,2018-01-05T17:19,0.000,0.000,0.00,0.0,11.9,27.5
2018-01-06,11.1,-2.6,0.3,-12.5,2018-01-06T07:51,2018-01-06T17:20,0.000,0.000,0.00,0.0,9.8,22.8
2018-01-07,29.3,-3.4,18.3,-13.3,2018-01-07T07:50,2018-01-07T17:21,0.000,0.000,0.00,0.0,11.9,25.1
2018-01-08,35.3,29.4,27.9,18.5,2018-01-08T07:50,2018-01-08T17:22,0.310,0.070,4.34,10.0,16.2,30.9
2018-01-09,38.0,29.0,32.8,21.6,2018-01-09T07:50,2018-01-09T17:23,0.000,0.000,0.00,0.0,9.0,18.8
2018-01-10,53.5,27.8,48.9,20.1,2018-01-10T07:50,2018-01-10T17:24,0.020,0.020,0.00,3.0,11.2,25.1
2018-01-11,58.3,50.5,55.3,44.2,2018-01-11T07:50,2018-01-11T17:25,0.330,0.330,0.00,9.0,14.1,39.6
2018-01-12,57.6,20.4,54.9,6.4,2018-01-12T07:49,2018-01-12T17:26,0.920,0.620,5.25,19.0,19.7,40.7
2018-01-13,19.5,7.5,5.7,-1.8,2018-01-13T07:49,2018-01-13T17:27,0.080,0.000,1.54,5.0,19.1,39.8
2018-01-14,16.6,6.8,8.4,-0.7,2018-01-14T07:49,2018-01-14T17:28,0.000,0.000,0.00,0.0,6.5,12.5
2018-01-15,25.9,6.3,17.9,-3.0,2018-01-15T07:48,2018-01-15T17:29,0.170,0.000,3.22,14.0,11.0,23.0
2018-01-16,22.9,-0.1,15.5,-9.6,2018-01-16T07:48,2018-01-16T17:30,0.000,0.000,0.21,0.0,8.4,17.9
2018-01-17,15.6,0.9,5.8,-8.5,2018-01-17T07:47,2018-01-17T17:31,0.000,0.000,0.00,0.0,9.7,18.1
2018-01-18,24.5,9.1,13.7,-2.3,2018-01-18T07:47,2018-01-18T17:32,0.000,0.000,0.00,0.0,13.3,28.0
2018-01-19,34.1,19.9,23.4,9.1,2018-01-19T07:46,2018-01-19T17:33,0.000,0.000,0.00,0.0,14.3,27.7
2018-01-20,41.9,32.9,34.1,21.7,2018-01-20T07:46,2018-01-20T17:35,0.000,0.000,0.00,0.0,15.0,29.3
2018-01-21,50.6,41.0,46.0,34.5,2018-01-21T07:45,2018-01-21T17:36,0.040,0.040,0.00,6.0,8.5,16.1
2018-01-22,59.6,47.2,53.3,42.4,2018-01-22T07:45,2018-01-22T17:37,0.200,0.200,0.00,14.0,15.2,36.9
2018-01-23,52.8,31.5,46.9,21.7,2018-01-23T07:44,2018-01-23T17:38,0.130,0.130,0.00,14.0,20.9,41.2
2018-01-24,30.7,27.1,21.6,19.5,2018-01-24T07:43,2018-01-24T17:39,0.000,0.000,0.42,0.0,12.0,25.5
2018-01-25,35.0,25.2,27.1,18.8,2018-01-25T07:43,2018-01-25T17:40,0.000,0.000,0.00,0.0,8.8,18.3
2018-01-26,52.4,29.4,43.3,20.4,2018-01-26T07:42,2018-01-26T17:42,0.000,0.000,0.00,0.0,14.1,26.4
2018-01-27,47.7,42.0,42.4,31.9,2018-01-27T07:41,2018-01-27T17:43,0.320,0.320,0.00,13.0,17.0,30.2
2018-01-28,48.4,28.6,42.4,22.3,2018-01-28T07:40,2018-01-28T17:44,0.000,0.000,0.00,0.0,5.0,10.7
2018-01-29,36.2,21.5,29.7,9.3,2018-01-29T07:39,2018-01-29T17:45,0.070,0.010,1.33,7.0,15.7,31.8
2018-01-30,22.8,16.2,14.3,4.1,2018-01-30T07:38,2018-01-30T17:46,0.000,0.000,0.00,0.0,15.0,31.3
2018-01-31,44.6,18.3,33.3,8.7,2018-01-31T07:37,2018-01-31T17:48,0.000,0.000,0.00,0.0,17.8,37.1
2018-02-01,44.0,15.4,35.2,2.7,2018-02-01T07:36,2018-02-01T17:49,0.010,0.000,0.21,2.0,15.2,31.5
2018-02-02,18.2,8.2,7.8,-3.7,2018-02-02T07:36,2018-02-02T17:50,0.000,0.000,0.00,0.0,14.7,30.9
2018-02-03,34.2,13.3,22.1,3.4,2018-02-03T07:35,2018-02-03T17:51,0.000,0.000,0.00,0.0,14.7,29.3
2018-02-04,37.0,21.2,29.3,9.3,2018-02-04T07:34,2018-02-04T17:53,0.240,0.000,4.27,15.0,14.9,30.6
2018-02-05,22.0,10.4,14.4,-0.1,2018-02-05T07:32,2018-02-05T17:54,0.010,0.000,0.42,2.0,14.9,30.9
2018-02-06,27.1,20.7,20.4,13.8,2018-02-06T07:31,2018-02-06T17:55,0.070,0.000,1.19,6.0,6.1,16.1
2018-02-07,26.3,17.7,18.1,9.5,2018-02-07T07:30,2018-02-07T17:56,0.340,0.000,6.09,8.0,11.3,24.4
